2021-04-19 13:05:00,1
2021-04-19 13:25:00,3
2021-04-19 13:30:00,3
2021-04-19 13:35:00,4
2021-04-19 13:40:00,1
2021-04-19 13:55:00,3
2021-04-19 14:00:00,1
2021-04-19 14:05:00,2
2021-04-19 14:40:00,1
2021-04-19 14:45:00,1
2021-04-19 14:55:00,1
2021-04-19 15:10:00,1
2021-04-19 15:25:00,4
2021-04-19 15:30:00,1
2021-04-19 15:35:00,1
2021-04-19 15:35:00,2
2021-04-19 16:50:00,1
2021-04-19 16:55:00,28
2021-04-19 17:00:00,4
2021-04-19 17:35:00,3
2021-04-19 18:00:00,1
2021-04-19 18:05:00,1
2021-04-19 18:10:00,1
2021-04-19 18:15:00,3
2021-04-19 18:25:00,2
2021-04-19 18:50:00,1
2021-04-19 18:55:00,10
2021-04-19 19:00:00,7
2021-04-19 19:05:00,1
2021-04-19 19:10:00,1
2021-04-19 19:20:00,1
2021-04-19 19:25:00,1
2021-04-19 19:45:00,4
2021-04-19 19:55:00,1
2021-04-19 20:00:00,1
2021-04-19 20:10:00,1
2021-04-19 20:15:00,2
2021-04-19 20:25:00,1
2021-04-19 20:45:00,1
2021-04-19 20:50:00,2
2021-04-19 21:00:00,1
2021-04-19 22:45:00,1
2021-04-20 02:15:00,2
2021-04-20 03:45:00,2
2021-04-20 03:50:00,1
2021-04-20 06:00:00,1
2021-04-20 06:40:00,1
2021-04-20 07:25:00,2
2021-04-20 07:40:00,3
2021-04-20 07:45:00,2
2021-04-20 07:50:00,9
2021-04-20 07:55:00,5
2021-04-20 08:00:00,1
2021-04-20 08:05:00,1
2021-04-20 08:10:00,7
2021-04-20 08:15:00,5
2021-04-20 08:20:00,6
2021-04-20 08:30:00,1
2021-04-20 08:50:00,1
2021-04-20 08:55:00,3
2021-04-20 09:00:00,4
2021-04-20 09:05:00,1
2021-04-20 09:10:00,2
2021-04-20 09:25:00,2
2021-04-20 09:35:00,2
2021-04-20 10:00:00,1
2021-04-20 10:10:00,3
2021-04-20 10:15:00,3
2021-04-20 10:20:00,5
2021-04-20 10:25:00,5
2021-04-20 10:35:00,3
2021-04-20 11:00:00,1
2021-04-20 11:30:00,1
2021-04-20 11:50:00,1
2021-04-20 12:00:00,8
2021-04-20 12:05:00,2
2021-04-20 12:15:00,5
2021-04-20 12:20:00,1
2021-04-20 12:30:00,1
2021-04-20 12:35:00,1
2021-04-20 12:50:00,7
2021-04-20 12:55:00,4
2021-04-20 13:00:00,2
2021-04-20 13:05:00,2
2021-04-20 13:10:00,4
2021-04-20 13:20:00,1
2021-04-20 13:25:00,2
2021-04-20 13:35:00,3
2021-04-20 13:45:00,1
2021-04-20 13:50:00,7
2021-04-20 13:55:00,7
2021-04-20 14:00:00,2
2021-04-20 14:15:00,1
2021-04-20 14:25:00,1
2021-04-20 14:35:00,1
2021-04-20 14:40:00,3
2021-04-20 15:10:00,1
2021-04-20 15:20:00,1
2021-04-20 15:25:00,13
2021-04-20 15:30:00,9
2021-04-20 15:35:00,1
2021-04-20 15:40:00,1
2021-04-20 15:45:00,1
2021-04-20 15:50:00,2
2021-04-20 15:55:00,2
2021-04-20 16:15:00,14
